code;mouvt;mois;prod;poids;mod;immat;droit;cfakg;ori;lon_ori;lat_ori;dis_km_ori;dis_mn_ori;des;lon_des;lat_des;dis_km_des;dis_mn_des
424;entrée;2014-09-01;kponan;1220;pick-up;iv;500;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
425;entrée;2014-09-01;arachide decortiquée;9480;camion;iv;1000;2;korhogo;-5,6316;9,4577;176;220;mgb;-5,0248;7,6971;0;0
426;entrée;2014-09-01;riz paddy iguapé;6420;pick-up;iv;500;2;m'bahiakro;-4,3378;7,4537;82;87;mgb;-5,0248;7,6971;0;0
427;entrée;2014-09-01;arachide decortiquée;1640;gros camion;iv;500;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
428;entrée;2014-09-01;wakrou;6660;pick-up;iv;500;2;kouassikro;-4,7085;7,0329;124;100;mgb;-5,0248;7,6971;0;0
429;entrée;2014-09-01;arachide decortiquée;6840;pick-up;iv;500;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
430;entrée;2014-09-01;arachide decortiquée;5000;pick-up;iv;500;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
431;entrée;2014-09-01;kponan;14140;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
432;entrée;2014-09-01;attiéké sec;2060;pick-up;iv;500;0;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
433;entrée;2014-09-01;assawa;9060;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
434;entrée;2014-09-01;arachide decortiquée;880;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
435;entrée;2014-09-01;attiéké sec;1220;voiture de transport;iv;0;0;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
436;entrée;2014-09-01;arachide decortiquée;840;voiture de transport;iv;0;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
437;entrée;2014-09-01;arachide decortiquée;1720;voiture de transport;iv;0;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
438;entrée;2014-09-01;mais grain;620;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
439;entrée;2014-09-01;riz paddy bké 189;1000;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
440;entrée;2014-09-01;arachide decortiquée;1460;voiture de transport;iv;0;2;tingrela;-6,4081;10,4844;373;433;mgb;-5,0248;7,6971;0;0
441;entrée;2014-09-01;riz paddy iguapé;1160;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
442;entrée;2014-09-01;piment sec;1000;voiture de transport;iv;0;0;bonguera;-4,2434;7,6673;136;124;mgb;-5,0248;7,6971;0;0
443;entrée;2014-09-01;arachide decortiquée;780;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
444;entrée;2014-09-01;mais grain;2020;voiture de transport;iv;0;2;bodokro;-5,4722;7,8747;81;66;mgb;-5,0248;7,6971;0;0
445;entrée;2014-09-01;florido;12280;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
446;entrée;2014-09-01;riz paddy bké 189;21140;camion;iv;1000;2;yamoussoukro;-5,2778;6,8194;77;109;mgb;-5,0248;7,6971;0;0
447;sortie;2014-09-01;wakrou;8100;pick-up;iv;500;0;mgb;-5,0248;7,6971;0;0;bouaké;-5,028;7,6845;3;2
448;entrée;2014-09-01;mais grain;2980;pick-up;iv;500;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
449;entrée;2014-09-01;riz paddy iguapé;1960;pick-up;iv;500;2;bamoro;-5,049;7,8315;13;16;mgb;-5,0248;7,6971;0;0
450;entrée;2014-09-01;riz paddy bké 189;19940;camion;iv;1000;2;bocanda;-4,4943;7,0639;136;146;mgb;-5,0248;7,6971;0;0
451;entrée;2014-09-01;arachide decortiquée;520;pick-up;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
452;entrée;2014-09-01;mais grain;2440;pick-up;iv;500;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
453;entrée;2014-09-01;assawa;17280;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
454;entrée;2014-09-01;kponan;24680;camion;iv;1000;2;bondoukou;-2,803;8,039;398;396;mgb;-5,0248;7,6971;0;0
455;entrée;2014-09-01;sorgho;1440;camion;iv;1000;2;ferké;-5,1973;9,5924;162;228;mgb;-5,0248;7,6971;0;0
456;entrée;2014-09-01;mais grain;6860;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
457;entrée;2014-09-01;mais grain;8740;pick-up;iv;500;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
458;entrée;2014-09-01;arachide decortiquée;1200;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
459;entrée;2014-09-01;mais grain;6000;pick-up;iv;500;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
460;entrée;2014-09-01;mais grain;8740;gros camion;iv;2000;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
461;entrée;2014-09-01;arachide decortiquée;880;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
462;entrée;2014-09-01;arachide decortiquée;460;voiture de transport;iv;0;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
463;entrée;2014-09-01;arachide decortiquée;520;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
464;entrée;2014-09-01;kponan;12240;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
465;sortie;2014-09-01;kléglé;31500;camion;md;1000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
466;entrée;2014-09-01;arachide decortiquée;580;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
467;entrée;2014-09-01;mais grain;660;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
468;entrée;2014-09-01;arachide decortiquée;5660;gros camion;iv;2000;2;korhogo;-5,6316;9,4577;176;220;mgb;-5,0248;7,6971;0;0
469;entrée;2014-09-01;mais grain;4820;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
470;entrée;2014-09-01;mais grain;960;voiture de transport;iv;0;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
471;entrée;2014-09-01;arachide decortiquée;360;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
472;entrée;2014-09-01;mais grain;1180;pick-up;iv;500;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
473;entrée;2014-09-01;riz paddy iguapé;16600;camion;iv;1000;2;oumé;-5,4232;6,3793;145;175;mgb;-5,0248;7,6971;0;0
474;entrée;2014-09-01;mais grain;14060;camion;iv;1000;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
475;entrée;2014-09-01;arachide decortiquée;1660;voiture de transport;iv;0;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
476;entrée;2014-09-01;arachide decortiquée;300;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
477;entrée;2014-09-01;mais grain;1680;pick-up;iv;500;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
478;entrée;2014-09-01;attiéké sec;2040;pick-up;iv;500;0;kouakro;-2,9074;5,4444;402;500;mgb;-5,0248;7,6971;0;0
479;entrée;2014-09-01;mais grain;7280;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
480;entrée;2014-09-01;attiéké sec;2240;pick-up;iv;500;0;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
481;entrée;2014-09-01;oignons;1040;moto 3 roues;iv;200;0;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
482;entrée;2014-09-01;mais grain;1120;voiture de transport;iv;0;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
483;entrée;2014-09-01;assawa;16680;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
484;entrée;2014-09-01;mais grain;11300;camion;iv;1000;2;mankono;-6,1883;8,0556;179;156;mgb;-5,0248;7,6971;0;0
485;entrée;2014-09-01;arachide decortiquée;780;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
486;entrée;2014-09-01;koudjan;12960;camion;iv;1000;2;marandala;-5,919;8,448;200;164;mgb;-5,0248;7,6971;0;0
487;sortie;2014-09-01;mais grain;1000;voiture de transport;iv;0;2;mgb;-5,0248;7,6971;0;0;yamoussoukro;-5,2778;6,8194;77;109
488;entrée;2014-09-01;koudjan;21540;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
489;entrée;2014-09-01;arachide decortiquée;320;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
490;entrée;2014-09-01;koudjan;11360;camion;iv;1000;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
491;entrée;2014-09-01;arachide decortiquée;1180;voiture de transport;iv;0;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
492;entrée;2014-09-01;arachide decortiquée;1060;voiture de transport;iv;0;2;diabo;-5,1722;7,7852;28;26;mgb;-5,0248;7,6971;0;0
493;entrée;2014-09-01;mais grain;6160;pick-up;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
494;entrée;2014-09-01;attiéké sec;1100;moto 3 roues;iv;200;0;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
495;entrée;2014-09-01;attiéké sec;1300;voiture de transport;iv;0;0;badasso;-4,5134;5,6834;196;274;mgb;-5,0248;7,6971;0;0
496;entrée;2014-09-01;arachide decortiquée;980;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
497;entrée;2014-09-01;attiéké sec;3160;pick-up;iv;500;0;diabo;-5,1722;7,7852;28;26;mgb;-5,0248;7,6971;0;0
498;entrée;2014-09-01;arachide decortiquée;2040;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
499;entrée;2014-09-01;arachide decortiquée;240;pick-up;iv;500;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
500;entrée;2014-09-01;arachide decortiquée;2040;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
501;entrée;2014-09-01;arachide decortiquée;42540;gros camion;iv;2000;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
502;entrée;2014-09-01;arachide decortiquée;7960;camion;iv;1000;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
503;entrée;2014-09-01;riz paddy bké 189;15600;camion;iv;1000;2;m'bahiakro;-4,3378;7,4537;82;87;mgb;-5,0248;7,6971;0;0
504;entrée;2014-09-01;arachide decortiquée;160;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
505;entrée;2014-09-01;arachide decortiquée;2580;voiture de transport;iv;0;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
506;entrée;2014-09-01;piment sec;560;voiture de transport;iv;0;0;kongasso;-6,0796;7,8157;135;127;mgb;-5,0248;7,6971;0;0
507;entrée;2014-09-01;koudjan;14360;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
508;entrée;2014-09-01;mais grain;400;voiture de transport;iv;0;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
509;entrée;2014-09-01;mais grain;7340;camion;iv;1000;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
510;entrée;2014-09-01;arachide decortiquée;960;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
511;entrée;2014-09-01;arachide decortiquée;700;voiture de transport;iv;0;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
512;entrée;2014-09-01;arachide decortiquée;1900;voiture de transport;iv;0;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
513;entrée;2014-09-01;arachide decortiquée;340;voiture de transport;iv;0;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
514;entrée;2014-09-01;attiéké sec;1200;pick-up;iv;500;2;didiévi;-4,893;7,1256;87;75;mgb;-5,0248;7,6971;0;0
515;entrée;2014-09-01;koudjan;1960;voiture de transport;iv;0;2;mankono;-6,1883;8,0556;179;156;mgb;-5,0248;7,6971;0;0
516;sortie;2014-09-01;assawa;460;voiture de transport;iv;0;2;mgb;-5,0248;7,6971;0;0;djebonoua;-5,0694;7,522;16;21
517;entrée;2014-09-01;divers;5140;voiture de transport;iv;0;0;brobo;-4,8267;7,6407;25;25;mgb;-5,0248;7,6971;0;0
518;entrée;2014-09-01;koudjan;6260;pick-up;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
519;entrée;2014-09-01;arachide decortiquée;200;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
520;entrée;2014-09-01;piment sec;41120;gros camion;iv;2000;0;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
521;entrée;2014-09-01;attiéké sec;900;moto 3 roues;iv;200;0;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
522;entrée;2014-09-01;attiéké sec;320;voiture de transport;iv;0;0;toumodi;-5,0179;6,5556;111;152;mgb;-5,0248;7,6971;0;0
523;entrée;2014-09-01;arachide decortiquée;1000;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
524;entrée;2014-09-01;arachide decortiquée;1080;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
525;entrée;2014-09-01;arachide decortiquée;840;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
526;entrée;2014-09-01;arachide decortiquée;520;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
527;entrée;2014-09-01;arachide decortiquée;1240;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
528;entrée;2014-09-01;arachide decortiquée;1020;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
529;entrée;2014-09-01;arachide decortiquée;100;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
530;entrée;2014-09-01;arachide decortiquée;820;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
531;entrée;2014-09-01;arachide decortiquée;1140;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
532;entrée;2014-09-01;divers;1300;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
533;entrée;2014-09-01;mais grain;660;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
534;sortie;2014-09-01;assawa;32840;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
535;entrée;2014-09-01;trela;1980;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
536;entrée;2014-09-01;koudjan;1880;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
537;entrée;2014-09-01;divers;1820;camion;iv;1000;2;daoukro;-3,9606;7,0572;154;156;mgb;-5,0248;7,6971;0;0
538;entrée;2014-09-01;wakrou;10100;camion;iv;1000;2;kouassikro;-4,7085;7,0329;124;100;mgb;-5,0248;7,6971;0;0
539;entrée;2014-09-01;mais grain;1120;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
540;entrée;2014-09-01;assawa;20120;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
541;entrée;2014-09-01;kpassadjo;14020;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
542;entrée;2014-09-01;wakrou;24980;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
543;entrée;2014-09-01;assawa;13220;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
544;entrée;2014-09-01;mais grain;8980;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
545;entrée;2014-09-01;piment sec;1420;voiture de transport;iv;1000;2;diégonéfla;-5,5752;6,2848;163;195;mgb;-5,0248;7,6971;0;0
546;entrée;2014-09-01;attiéké sec;60;pick-up;iv;500;0;moronou;-4,9716;6,3211;130;178;mgb;-5,0248;7,6971;0;0
547;entrée;2014-09-01;oignons;42740;gros camion;iv;2000;2;aboisso;-3,207;5,469;329;453;mgb;-5,0248;7,6971;0;0
548;entrée;2014-09-01;koudjan;13820;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
549;entrée;2014-09-01;arachide decortiquée;300;voiture de transport;NA;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
550;entrée;2014-09-01;attiéké sec;2820;voiture de transport;NA;0;0;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
551;entrée;2014-09-01;arachide decortiquée;480;voiture de transport;iv;0;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
552;entrée;2014-09-01;arachide decortiquée;120;voiture de transport;iv;0;2;bodokro;-5,4722;7,8747;81;66;mgb;-5,0248;7,6971;0;0
553;entrée;2014-09-01;arachide decortiquée;700;voiture de transport;iv;0;2;bodokro;-5,4722;7,8747;81;66;mgb;-5,0248;7,6971;0;0
554;entrée;2014-09-01;arachide decortiquée;820;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
555;entrée;2014-09-01;attiéké sec;420;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
556;entrée;2014-09-01;arachide decortiquée;1760;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
557;entrée;2014-09-01;arachide decortiquée;460;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
558;entrée;2014-09-01;arachide decortiquée;1920;voiture de transport;iv;0;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
559;entrée;2014-09-01;mais grain;4800;pick-up;iv;500;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
560;entrée;2014-09-01;piment sec;900;voiture de transport;iv;0;0;m'bahiakro;-4,3378;7,4537;82;87;mgb;-5,0248;7,6971;0;0
561;entrée;2014-09-01;koudjan;640;voiture de transport;iv;0;2;yamoussoukro;-5,2778;6,8194;77;109;mgb;-5,0248;7,6971;0;0
562;entrée;2014-09-01;arachide decortiquée;1100;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
563;entrée;2014-09-01;attiéké sec;420;voiture de transport;iv;0;0;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
564;sortie;2014-09-01;kponan;32700;gros camion;md;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
565;entrée;2014-09-01;assawa;22180;camion;iv;1000;2;bondoukou;-2,803;8,039;398;396;mgb;-5,0248;7,6971;0;0
566;entrée;2014-09-01;koudjan;17220;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
567;entrée;2014-09-01;mais grain;660;voiture de transport;iv;0;2;moronou;-4,9716;6,3211;130;178;mgb;-5,0248;7,6971;0;0
568;entrée;2014-09-01;arachide decortiquée;2360;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
569;sortie;2014-09-01;wakrou;32060;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
570;entrée;2014-09-01;mais grain;840;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
571;entrée;2014-09-01;mais grain;1400;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
572;entrée;2014-09-01;gombo sec;180;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
573;entrée;2014-09-01;arachide decortiquée;1940;voiture de transport;iv;0;2;kouakro;-2,9074;5,4444;402;500;mgb;-5,0248;7,6971;0;0
574;entrée;2014-09-01;arachide decortiquée;620;voiture de transport;iv;0;2;moronou;-4,9716;6,3211;130;178;mgb;-5,0248;7,6971;0;0
575;entrée;2014-09-01;attiéké sec;2180;voiture de transport;iv;0;0;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
576;entrée;2014-09-01;riz paddy iguapé;860;voiture de transport;iv;0;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
577;entrée;2014-09-01;arachide decortiquée;1180;voiture de transport;iv;0;2;tingrela;-6,4081;10,4844;373;433;mgb;-5,0248;7,6971;0;0
578;entrée;2014-09-01;arachide decortiquée;2400;voiture de transport;iv;0;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
579;entrée;2014-09-01;arachide decortiquée;680;voiture de transport;iv;0;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
580;entrée;2014-09-01;attiéké sec;540;moto 3 roues;iv;200;0;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
581;entrée;2014-09-01;arachide decortiquée;500;voiture de transport;iv;0;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
582;entrée;2014-09-01;arachide decortiquée;780;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
583;entrée;2014-09-01;arachide decortiquée;740;moto 3 roues;iv;200;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
584;entrée;2014-09-01;arachide decortiquée;880;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
585;entrée;2014-09-01;attiéké sec;1220;moto 3 roues;iv;200;0;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
586;entrée;2014-09-01;arachide decortiquée;640;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
587;sortie;2014-09-01;wakrou;32240;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
588;entrée;2014-09-01;arachide decortiquée;1720;voiture de transport;iv;0;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
589;entrée;2014-09-01;arachide decortiquée;520;voiture de transport;iv;0;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
590;entrée;2014-09-01;attiéké sec;580;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
591;entrée;2014-09-01;arachide decortiquée;400;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
592;entrée;2014-09-01;arachide decortiquée;680;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
593;entrée;2014-09-01;arachide decortiquée;1020;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
594;entrée;2014-09-01;mais grain;580;voiture de transport;iv;0;2;korhogo;-5,6316;9,4577;176;220;mgb;-5,0248;7,6971;0;0
595;entrée;2014-09-01;attiéké sec;220;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
596;entrée;2014-09-01;koudjan;16160;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
597;entrée;2014-09-01;attiéké sec;1580;pick-up;iv;500;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
598;entrée;2014-09-01;riz local bké 189;39320;gros camion;iv;2000;2;m'bahiakro;-4,3378;7,4537;82;87;mgb;-5,0248;7,6971;0;0
599;entrée;2014-09-01;mais grain;9320;pick-up;iv;500;2;korhogo;-5,6316;9,4577;176;220;mgb;-5,0248;7,6971;0;0
600;entrée;2014-09-01;arachide decortiquée;380;voiture de transport;iv;500;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
601;entrée;2014-09-01;arachide decortiquée;720;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
602;entrée;2014-09-01;arachide decortiquée;1980;voiture de transport;iv;0;2;kounahiri;-5,8355;7,7901;90;97;mgb;-5,0248;7,6971;0;0
603;entrée;2014-09-01;piment sec;160;moto 3 roues;iv;200;0;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
604;entrée;2014-09-01;kponan;920;voiture de transport;iv;500;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
605;entrée;2014-09-01;mais grain;40600;gros camion;iv;2000;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
606;entrée;2014-09-01;arachide decortiquée;2040;voiture de transport;iv;0;2;kounahiri;-5,8355;7,7901;90;97;mgb;-5,0248;7,6971;0;0
607;entrée;2014-09-01;koudjan;15580;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
608;entrée;2014-09-01;kponan;23140;camion;iv;1000;2;bondoukou;-2,803;8,039;398;396;mgb;-5,0248;7,6971;0;0
609;entrée;2014-09-01;kponan;21500;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
610;entrée;2014-09-01;kléglé;2880;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
