code;mouvt;mois;prod;poids;mod;immat;droit;cfakg;ori;lon_ori;lat_ori;dis_km_ori;dis_mn_ori;des;lon_des;lat_des;dis_km_des;dis_mn_des
1532;entrée;2014-12-01;arachide decortiquée;1120;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1533;entrée;2014-12-01;riz paddy iguapé;11620;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1534;entrée;2014-12-01;mais grain;6260;pick-up;iv;500;2;kongasso;-6,0796;7,8157;135;127;mgb;-5,0248;7,6971;0;0
1535;entrée;2014-12-01;mais grain;2020;gros camion;iv;2000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1536;entrée;2014-12-01;mais grain;1540;voiture de transport;iv;0;2;bodokro;-5,4722;7,8747;81;66;mgb;-5,0248;7,6971;0;0
1537;entrée;2014-12-01;kléglé;6360;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1538;entrée;2014-12-01;riz paddy iguapé;2020;voiture de transport;iv;0;2;marabadiassa;-5,4342;8,0925;82;75;mgb;-5,0248;7,6971;0;0
1539;entrée;2014-12-01;mais grain;2040;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1540;entrée;2014-12-01;attiéké sec;5840;pick-up;iv;500;2;brobo;-4,8267;7,6407;25;25;mgb;-5,0248;7,6971;0;0
1541;entrée;2014-12-01;riz paddy iguapé;1000;pick-up;iv;500;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
1542;entrée;2014-12-01;arachide decortiquée;13000;voiture de transport;iv;0;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
1543;entrée;2014-12-01;mais grain;1280;voiture de transport;iv;0;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
1544;entrée;2014-12-01;kléglé;9300;camion;iv;1000;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
1545;sortie;2014-12-01;divers;30760;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;san pédro;-6,6206;4,7419;412;473
1546;entrée;2014-12-01;riz local blanchi bké 189;32060;camion;iv;1000;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
1547;entrée;2014-12-01;arachide decortiquée;23560;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;abidjan;-4,0208;5,3215;247;345
1548;entrée;2014-12-01;koudjan;4160;pick-up;iv;500;2;adrao;-5,05;7,698;15;4;mgb;-5,0248;7,6971;0;0
1549;entrée;2014-12-01;mil;4800;gros camion;md;2000;2;mali;-7,473;11,4071;477;669;mgb;-5,0248;7,6971;0;0
1550;entrée;2014-12-01;kléglé;580;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1551;entrée;2014-12-01;divers;100;voiture de transport;iv;0;0;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
1552;sortie;2014-12-01;arachide decortiquée;36600;camion;iv;1000;2;mgb;-5,0248;7,6971;0;0;abidjan;-4,0208;5,3215;247;345
1553;entrée;2014-12-01;riz local blanchi bké 189;1640;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1554;entrée;2014-12-01;arachide decortiquée;1080;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
1555;entrée;2014-12-01;poivre;1660;voiture de transport;iv;0;2;tanda;-3,1733;7,7956;349;343;mgb;-5,0248;7,6971;0;0
1556;sortie;2014-12-01;mais grain;7500;pick-up;iv;7500;2;mgb;-5,0248;7,6971;0;0;bouaké;-5,028;7,6845;3;2
1557;entrée;2014-12-01;kponan;26100;camion;iv;1000;2;bouna;-2,9994;9,2684;457;382;mgb;-5,0248;7,6971;0;0
1558;entrée;2014-12-01;riz paddy bké 189;920;voiture de transport;iv;0;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
1559;entrée;2014-12-01;mais grain;1240;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1560;sortie;2014-12-01;arachide decortiquée;32300;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;san pédro;-6,6206;4,7419;412;473
1561;sortie;2014-12-01;mais grain;39920;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;abidjan;-4,0208;5,3215;247;345
1562;sortie;2014-12-01;arachide decortiquée;33260;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;abidjan;-4,0208;5,3215;247;345
1563;entrée;2014-12-01;mais grain;1160;voiture de transport;iv;0;2;brobo;-4,8267;7,6407;25;25;mgb;-5,0248;7,6971;0;0
1564;sortie;2014-12-01;koudjan;33200;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;san pédro;-6,6206;4,7419;412;473
1565;sortie;2014-12-01;mais grain;12900;camion;iv;1000;2;mgb;-5,0248;7,6971;0;0;bouaké;-5,028;7,6845;3;2
1566;sortie;2014-12-01;arachide decortiquée;7620;camion;iv;1000;2;mgb;-5,0248;7,6971;0;0;toumodi;-5,0179;6,5556;111;152
1567;sortie;2014-12-01;mais grain;40860;gros camion;iv;2000;2;abengourou;-3,4917;6,7207;286;287;mgb;-5,0248;7,6971;0;0
1568;entrée;2014-12-01;riz paddy bké 189;40600;gros camion;iv;2000;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
1569;entrée;2014-12-01;mais grain;7610;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1570;entrée;2014-12-01;mais grain;5200;pick-up;iv;500;2;marabadiassa;-5,4342;8,0925;82;75;mgb;-5,0248;7,6971;0;0
1571;entrée;2014-12-01;kléglé;6440;pick-up;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1572;entrée;2014-12-01;mais grain;3600;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1573;entrée;2014-12-01;piment sec;1240;voiture de transport;iv;0;2;bonguera;-4,2434;7,6673;136;124;mgb;-5,0248;7,6971;0;0
1574;entrée;2014-12-01;kponan;32740;gros camion;iv;2000;2;bouna;-2,9994;9,2684;457;382;mgb;-5,0248;7,6971;0;0
1575;entrée;2014-12-01;mais grain;2680;camion;iv;1000;2;niakara;-5,2874;8,6614;84;116;mgb;-5,0248;7,6971;0;0
1576;entrée;2014-12-01;assawa;13320;camion;iv;1000;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
1577;entrée;2014-12-01;kléglé;2980;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1578;entrée;2014-12-01;arachide decortiquée;780;pick-up;iv;500;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
1579;entrée;2014-12-01;mais grain;3240;pick-up;iv;500;2;marabadiassa;-5,4342;8,0925;82;75;mgb;-5,0248;7,6971;0;0
1580;entrée;2014-12-01;kpassadjo;380;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1581;entrée;2014-12-01;piment sec;2740;voiture de transport;iv;0;2;kounahiri;-5,8355;7,7901;90;97;mgb;-5,0248;7,6971;0;0
1582;entrée;2014-12-01;riz paddy iguapé;1180;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1583;entrée;2014-12-01;mais grain;740;voiture de transport;iv;0;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
1584;entrée;2014-12-01;florido;5240;camion;iv;1000;2;m'bahiakro;-4,3378;7,4537;82;87;mgb;-5,0248;7,6971;0;0
1585;entrée;2014-12-01;arachide decortiquée;1020;voiture de transport;iv;0;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1586;entrée;2014-12-01;arachide decortiquée;1900;voiture de transport;iv;0;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1587;entrée;2014-12-01;mais grain;600;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1588;entrée;2014-12-01;mais grain;1080;voiture de transport;iv;0;2;brobo;-4,8267;7,6407;25;25;mgb;-5,0248;7,6971;0;0
1589;entrée;2014-12-01;arachide decortiquée;980;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1590;entrée;2014-12-01;arachide decortiquée;30580;gros camion;iv;2000;2;korhogo;-5,6316;9,4577;176;220;mgb;-5,0248;7,6971;0;0
1591;entrée;2014-12-01;florido;5720;pick-up;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1592;entrée;2014-12-01;arachide decortiquée;1000;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1593;entrée;2014-12-01;arachide decortiquée;2300;voiture de transport;iv;0;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1594;entrée;2014-12-01;mais grain;860;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1595;entrée;2014-12-01;mais grain;2160;pick-up;iv;500;2;bodokro;-5,4722;7,8747;81;66;mgb;-5,0248;7,6971;0;0
1596;entrée;2014-12-01;mais grain;920;pick-up;iv;500;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
1597;entrée;2014-12-01;kléglé;6940;pick-up;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1598;entrée;2014-12-01;arachide decortiquée;6860;gros camion;iv;2000;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
1599;entrée;2014-12-01;florido;12180;camion;iv;1000;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
1600;entrée;2014-12-01;riz local blanchi bké 189;1980;pick-up;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1601;entrée;2014-12-01;mais grain;6000;pick-up;iv;500;2;marabadiassa;-5,4342;8,0925;82;75;mgb;-5,0248;7,6971;0;0
1602;entrée;2014-12-01;divers;2460;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1603;entrée;2014-12-01;arachide decortiquée;9420;gros camion;iv;2000;2;kouto;-6,4126;9,8924;308;363;mgb;-5,0248;7,6971;0;0
1604;entrée;2014-12-01;attiéké sec;2380;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1605;entrée;2014-12-01;divers;1040;voiture de transport;iv;0;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
1606;entrée;2014-12-01;mais grain;29040;gros camion;iv;2000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1607;entrée;2014-12-01;riz paddy iguapé;21640;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1608;entrée;2014-12-01;mais grain;9860;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1609;entrée;2014-12-01;kponan;25680;camion;iv;1000;2;bouna;-2,9994;9,2684;457;382;mgb;-5,0248;7,6971;0;0
1610;entrée;2014-12-01;riz local blanchi bké 189;21140;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1611;entrée;2014-12-01;divers;2460;voiture de transport;iv;0;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
1612;entrée;2014-12-01;assawa;22620;camion;iv;1000;2;bouna;-2,9994;9,2684;457;382;mgb;-5,0248;7,6971;0;0
1613;entrée;2014-12-01;assawa;12740;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1614;entrée;2014-12-01;mais grain;1560;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1615;entrée;2014-12-01;riz paddy iguapé;1540;voiture de transport;iv;0;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1616;entrée;2014-12-01;riz paddy iguapé;1560;voiture de transport;iv;0;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1617;entrée;2014-12-01;riz paddy bké 189;14660;camion;iv;1000;2;m'bahiakro;-4,3378;7,4537;82;87;mgb;-5,0248;7,6971;0;0
1618;entrée;2014-12-01;arachide decortiquée;2020;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1619;entrée;2014-12-01;arachide decortiquée;1220;pick-up;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1620;entrée;2014-12-01;mais grain;1700;pick-up;iv;500;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
1621;entrée;2014-12-01;mais grain;1460;pick-up;iv;500;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1622;entrée;2014-12-01;riz paddy bké 189;21340;camion;iv;1000;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
1623;sortie;2014-12-01;kponan;32920;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
1624;entrée;2014-12-01;riz local blanchi bké 189;20780;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1625;entrée;2014-12-01;kléglé;4680;pick-up;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1626;entrée;2014-12-01;kléglé;10800;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1627;entrée;2014-12-01;arachide decortiquée;1780;voiture de transport;iv;0;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
1628;entrée;2014-12-01;riz blanchi iguapé;21460;camion;iv;1000;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1629;entrée;2014-12-01;arachide decortiquée;640;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1630;entrée;2014-12-01;mais grain;9040;pick-up;iv;500;2;marabadiassa;-5,4342;8,0925;82;75;mgb;-5,0248;7,6971;0;0
1631;entrée;2014-12-01;mais grain;21920;camion;iv;1000;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1632;entrée;2014-12-01;bété bété;15700;camion;iv;1000;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
1633;entrée;2014-12-01;assawa;18760;gros camion;iv;2000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1634;sortie;2014-12-01;mais grain;29680;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;agnibilékro;-3,2008;7,1264;273;261
1635;sortie;2014-12-01;florido;33660;gros camion;md;2000;2;mgb;-5,0248;7,6971;0;0;mali;-7,473;11,4071;477;669
1636;entrée;2014-12-01;mil;33920;gros camion;bf;2000;2;burkina;-4,2976;11,1675;344;456;mgb;-5,0248;7,6971;0;0
1637;sortie;2014-12-01;assawa;19040;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;san pédro;-6,6206;4,7419;412;473
1638;sortie;2014-12-01;arachide decortiquée;33580;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;abidjan;-4,0208;5,3215;247;345
1639;sortie;2014-12-01;arachide decortiquée;32040;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;san pédro;-6,6206;4,7419;412;473
1640;sortie;2014-12-01;mais grain;44230;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;agnibilékro;-3,2008;7,1264;273;261
1641;sortie;2014-12-01;mais grain;23740;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;agnibilékro;-3,2008;7,1264;273;261
1642;entrée;2014-12-01;oignons;6640;gros camion;bf;2000;2;burkina;-4,2976;11,1675;344;456;mgb;-5,0248;7,6971;0;0
1643;entrée;2014-12-01;kléglé;460;camion;iv;1000;2;mgb;-5,0248;7,6971;0;0;abidjan;-4,0208;5,3215;247;345
1644;entrée;2014-12-01;assawa;4720;camion;iv;1000;2;mankono;-6,1883;8,0556;179;156;mgb;-5,0248;7,6971;0;0
1645;entrée;2014-12-01;oignons;40300;gros camion;iv;2000;2;abidjan;-4,0208;5,3215;247;345;mgb;-5,0248;7,6971;0;0
1646;sortie;2014-12-01;mais grain;30940;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;san pédro;-6,6206;4,7419;412;473
1647;entrée;2014-12-01;kléglé;23640;camion;iv;1000;2;bouna;-2,9994;9,2684;457;382;mgb;-5,0248;7,6971;0;0
1648;entrée;2014-12-01;kléglé;10340;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1649;entrée;2014-12-01;arachide decortiquée;1980;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1650;entrée;2014-12-01;mais grain;6520;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1651;entrée;2014-12-01;riz blanchi iguapé;1460;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
1652;entrée;2014-12-01;arachide decortiquée;10080;camion;iv;1000;2;korhogo;-5,6316;9,4577;176;220;mgb;-5,0248;7,6971;0;0
1653;entrée;2014-12-01;mais grain;1820;gros camion;iv;2000;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1654;entrée;2014-12-01;mil;58660;gros camion;md;2000;2;mali;-7,473;11,4071;477;669;mgb;-5,0248;7,6971;0;0
1655;entrée;2014-12-01;assawa;4680;camion;iv;1000;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1656;entrée;2014-12-01;kléglé;2180;pick-up;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1657;entrée;2014-12-01;kléglé;5520;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1658;entrée;2014-12-01;mais grain;24780;camion;iv;1000;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
1659;entrée;2014-12-01;arachide decortiquée;3220;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1660;entrée;2014-12-01;oignons;39980;gros camion;iv;2000;2;abidjan;-4,0208;5,3215;247;345;mgb;-5,0248;7,6971;0;0
1661;entrée;2014-12-01;divers;3180;camion;iv;1000;0;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
1662;entrée;2014-12-01;mais grain;18220;camion;iv;1000;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1663;entrée;2014-12-01;mais grain;21980;camion;iv;1000;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1664;entrée;2014-12-01;kléglé;15740;camion;iv;1000;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1665;entrée;2014-12-01;kléglé;14160;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1666;entrée;2014-12-01;kléglé;2700;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1667;sortie;2014-12-01;mais grain;7700;camion;iv;1000;2;mgb;-5,0248;7,6971;0;0;abidjan;-4,0208;5,3215;247;345
1668;entrée;2014-12-01;riz paddy bké 189;31680;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1669;entrée;2014-12-01;kléglé;12880;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1670;sortie;2014-12-01;mais grain;4480;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;abidjan;-4,0208;5,3215;247;345
1671;entrée;2014-12-01;arachide decortiquée;140;voiture de transport;iv;0;2;ravia;-4,893;7,4009;60;45;mgb;-5,0248;7,6971;0;0
1672;entrée;2014-12-01;attiéké sec;780;voiture de transport;iv;0;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
1673;entrée;2014-12-01;attiéké sec;1540;voiture de transport;iv;0;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1674;entrée;2014-12-01;riz blanchi iguapé;1440;voiture de transport;iv;0;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1675;entrée;2014-12-01;attiéké sec;920;voiture de transport;iv;0;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
1676;entrée;2014-12-01;mais grain;2020;pick-up;iv;500;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1677;entrée;2014-12-01;mais grain;21640;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1678;entrée;2014-12-01;haricot sec;3640;pick-up;iv;500;2;katiola;-5,1018;8,1401;38;51;mgb;-5,0248;7,6971;0;0
1679;entrée;2014-12-01;riz paddy bké 189;7660;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1680;entrée;2014-12-01;mais grain;3880;pick-up;iv;500;2;sakassou;-5,2914;7,4555;47;44;mgb;-5,0248;7,6971;0;0
1681;entrée;2014-12-01;mais grain;14280;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1682;entrée;2014-12-01;trela;5900;camion;iv;1000;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
1683;entrée;2014-12-01;mais grain;1060;camion;iv;1000;2;mankono;-6,1883;8,0556;179;156;mgb;-5,0248;7,6971;0;0
1684;entrée;2014-12-01;mais grain;8100;pick-up;iv;500;2;marabadiassa;-5,4342;8,0925;82;75;mgb;-5,0248;7,6971;0;0
1685;entrée;2014-12-01;arachide decortiquée;1300;pick-up;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1686;entrée;2014-12-01;haricot sec;4580;gros camion;iv;2000;2;tafiré;-5,1628;9,0688;119;167;mgb;-5,0248;7,6971;0;0
1687;entrée;2014-12-01;koudjan;6680;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
1688;entrée;2014-12-01;arachide decortiquée;29440;camion;iv;1000;2;korhogo;-5,6316;9,4577;176;220;mgb;-5,0248;7,6971;0;0
1689;entrée;2014-12-01;divers;1460;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1690;entrée;2014-12-01;soja;14480;camion;iv;1000;2;dianra;-6,2438;8,7628;282;218;mgb;-5,0248;7,6971;0;0
1691;entrée;2014-12-01;mil;29180;gros camion;md;2000;2;mali;-7,473;11,4071;477;669;mgb;-5,0248;7,6971;0;0
1692;entrée;2014-12-01;kléglé;18300;camion;iv;1000;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
1693;sortie;2014-12-01;assawa;15840;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;abidjan;-4,0208;5,3215;247;345
1694;entrée;2014-12-01;riz paddy bké 189;40;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1695;sortie;2014-12-01;arachide decortiquée;23560;gros camion;iv;2000;2;mgb;-5,0248;7,6971;0;0;abidjan;-4,0208;5,3215;247;345
1696;entrée;2014-12-01;koudjan;8540;pick-up;iv;500;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1697;entrée;2014-12-01;attiéké sec;1360;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
1698;entrée;2014-12-01;kléglé;2020;pick-up;iv;500;2;satama;-4,3595;7,9043;127;86;mgb;-5,0248;7,6971;0;0
1699;entrée;2014-12-01;assawa;4360;camion;iv;1000;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
1700;entrée;2014-12-01;koudjan;8840;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1701;entrée;2014-12-01;mais grain;11280;pick-up;iv;500;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
1702;entrée;2014-12-01;arachide decortiquée;640;pick-up;iv;500;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1703;entrée;2014-12-01;mais grain;2280;pick-up;iv;500;2;béoumi;-5,5791;7,6714;60;64;mgb;-5,0248;7,6971;0;0
1704;entrée;2014-12-01;mais grain;22960;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1705;entrée;2014-12-01;mais grain;6860;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1706;entrée;2014-12-01;mais grain;8580;pick-up;iv;500;2;botro;-5,3063;7,8447;48;44;mgb;-5,0248;7,6971;0;0
1707;entrée;2014-12-01;kléglé;9320;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1708;entrée;2014-12-01;florido;2200;camion;iv;1000;2;tiébissou;-5,2243;7,1593;48;66;mgb;-5,0248;7,6971;0;0
1709;entrée;2014-12-01;kléglé;5980;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1710;entrée;2014-12-01;kléglé;13580;voiture de transport;iv;0;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1711;entrée;2014-12-01;kléglé;22240;camion;iv;1000;2;tiéningboué;-5,7241;8,177;124;113;mgb;-5,0248;7,6971;0;0
1712;entrée;2014-12-01;kléglé;6000;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1713;entrée;2014-12-01;kléglé;13440;camion;iv;1000;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1714;entrée;2014-12-01;koudjan;23700;camion;iv;1000;2;bondoukou;-2,803;8,039;398;396;mgb;-5,0248;7,6971;0;0
1715;entrée;2014-12-01;divers;11080;camion;iv;1000;2;dabakala;-4,4272;8,3624;132;138;mgb;-5,0248;7,6971;0;0
1716;entrée;2014-12-01;attiéké sec;4480;pick-up;iv;500;2;brobo;-4,8267;7,6407;25;25;mgb;-5,0248;7,6971;0;0
1717;entrée;2014-12-01;kléglé;6380;pick-up;iv;500;2;bouandougou;-5,6679;8,2146;116;106;mgb;-5,0248;7,6971;0;0
1718;entrée;2014-12-01;riz paddy bké 189;4740;pick-up;iv;500;2;bouaké;-5,028;7,6845;3;2;mgb;-5,0248;7,6971;0;0
