VALUE,LCZ1,latitude,longitude
"21.75000000,""14"",7.04,3.34"
"24.75000000,""3"",6.72,3.24"
"21.75000000,""12"",7.04,3.33"
"22.31000000,""12"",6.72,3.06"
"22.25000000,""12"",6.72,3.05"
"22.65000000,""14"",6.72,3.07"
"22.25000000,""12"",6.72,3.06"
"22.19000000,""12"",6.72,3.02"
"22.55000000,""12"",6.72,3.01"
"21.97000000,""11"",6.72,3.04"
"21.99000000,""12"",6.72,3.03"
"23.55000000,""9"",6.72,3.13"
"23.57000000,""9"",6.72,3.12"
"23.69000000,""9"",6.72,3.15"
"23.67000000,""11"",6.72,3.14"
"22.83000000,""12"",6.72,3.09"
"22.81000000,""12"",6.72,3.08"
"22.97000000,""12"",6.72,3.11"
"22.81000000,""12"",6.72,3.10"
"22.03000000,""9"",6.72,2.91"
"23.05000000,""9"",6.72,2.90"
"22.59000000,""12"",6.72,2.93"
"22.31000000,""11"",6.72,2.92"
"23.41000000,""9"",6.72,2.89"
"23.15000000,""9"",6.72,2.98"
"22.97000000,""12"",6.72,2.97"
"23.45000000,""14"",6.72,3.00"
"23.79000000,""9"",6.72,2.99"
"22.63000000,""14"",6.72,2.95"
"22.81000000,""12"",6.72,2.94"
"23.23000000,""14"",6.72,2.97"
"22.65000000,""12"",6.72,2.96"
"21.87000000,""11"",6.73,3.72"
"22.05000000,""11"",6.73,3.71"
"21.83000000,""11"",6.73,3.73"
"22.33000000,""11"",6.73,3.61"
"22.69000000,""12"",6.73,3.60"
"22.27000000,""11"",6.73,3.63"
"22.15000000,""11"",6.73,3.62"
"22.87000000,""11"",6.73,3.58"
"23.13000000,""11"",6.73,3.57"
"22.77000000,""12"",6.73,3.60"
"22.75000000,""12"",6.73,3.59"
"22.53000000,""11"",6.73,3.69"
"22.61000000,""11"",6.73,3.68"
"22.15000000,""11"",6.73,3.70"
"22.39000000,""11"",6.73,3.69"
"22.45000000,""11"",6.73,3.65"
"22.33000000,""11"",6.73,3.64"
"22.33000000,""11"",6.73,3.67"
"22.35000000,""11"",6.73,3.66"
"22.97000000,""9"",6.73,3.47"
"22.49000000,""9"",6.73,3.46"
"23.23000000,""6"",6.73,3.49"
"23.17000000,""9"",6.73,3.48"
"23.03000000,""6"",6.73,3.43"
"23.63000000,""6"",6.73,3.42"
"22.21000000,""11"",6.73,3.45"
"22.55000000,""11"",6.73,3.44"
"23.83000000,""6"",6.73,3.54"
"24.01000000,""6"",6.73,3.53"
"23.59000000,""9"",6.73,3.56"
"23.77000000,""9"",6.73,3.55"
"24.03000000,""6"",6.73,3.51"
"23.57000000,""9"",6.73,3.50"
"24.19000000,""6"",6.73,3.52"
"24.11000000,""6"",6.73,3.51"
"24.83000000,""6"",6.73,3.33"
"24.79000000,""6"",6.73,3.32"
"24.41000000,""9"",6.73,3.34"
"24.63000000,""6"",6.73,3.33"
"24.83000000,""3"",6.73,3.29"
"24.51000000,""3"",6.73,3.28"
"24.57000000,""6"",6.73,3.31"
"24.75000000,""6"",6.73,3.30"
"24.15000000,""6"",6.73,3.40"
"23.71000000,""6"",6.73,3.39"
"23.97000000,""8"",6.73,3.42"
"24.31000000,""6"",6.73,3.41"
"23.07000000,""11"",6.73,3.36"
"23.93000000,""12"",6.73,3.35"
"23.09000000,""9"",6.73,3.38"
"22.75000000,""11"",6.73,3.37"
"24.19000000,""6"",6.73,3.18"
"24.15000000,""9"",6.73,3.17"
"24.31000000,""6"",6.73,3.20"
"24.51000000,""6"",6.73,3.19"
"23.43000000,""12"",6.73,3.15"
"23.53000000,""12"",6.73,3.14"
"24.25000000,""6"",6.73,3.16"
"23.69000000,""9"",6.73,3.15"
"24.59000000,""3"",6.73,3.25"
"24.69000000,""6"",6.73,3.24"
"24.51000000,""3"",6.73,3.27"
"24.59000000,""6"",6.73,3.26"
"24.45000000,""3"",6.73,3.22"
"24.25000000,""9"",6.73,3.21"
"24.75000000,""6"",6.73,3.24"
"24.65000000,""6"",6.73,3.23"
"22.05000000,""12"",6.73,3.04"
"22.31000000,""12"",6.73,3.03"
"22.35000000,""12"",6.73,3.06"
"22.37000000,""12"",6.73,3.05"
"23.17000000,""9"",6.73,3.00"
"23.55000000,""12"",6.73,2.99"
"22.47000000,""12"",6.73,3.02"
"22.49000000,""12"",6.73,3.01"
"22.67000000,""12"",6.73,3.11"
"22.61000000,""12"",6.73,3.10"
"23.17000000,""12"",6.73,3.13"
"22.91000000,""12"",6.73,3.12"
"22.59000000,""12"",6.73,3.07"
"22.25000000,""14"",6.73,3.06"
"22.65000000,""12"",6.73,3.09"
"22.65000000,""12"",6.73,3.08"
"23.23000000,""14"",6.73,2.89"
"22.11000000,""11"",6.73,2.91"
"23.01000000,""12"",6.73,2.90"
"22.63000000,""14"",6.73,2.97"
"22.51000000,""12"",6.73,2.96"
"22.99000000,""14"",6.73,2.98"
"22.75000000,""12"",6.73,2.97"
"22.57000000,""12"",6.73,2.93"
"22.41000000,""11"",6.73,2.92"
"22.57000000,""12"",6.73,2.95"
"22.75000000,""12"",6.73,2.94"
"22.51000000,""11"",6.71,3.65"
"22.35000000,""11"",6.71,3.64"
"22.23000000,""11"",6.71,3.67"
"22.35000000,""11"",6.71,3.66"
"22.81000000,""11"",6.71,3.61"
"22.85000000,""12"",6.71,3.60"
"22.35000000,""11"",6.71,3.63"
"22.69000000,""11"",6.71,3.62"
"22.51000000,""11"",6.71,3.72"
"22.65000000,""11"",6.71,3.71"
"22.41000000,""11"",6.71,3.73"
"22.23000000,""11"",6.71,3.69"
"22.17000000,""11"",6.71,3.68"
"22.53000000,""11"",6.71,3.70"
"22.49000000,""9"",6.71,3.69"
"24.19000000,""6"",6.71,3.51"
"23.61000000,""6"",6.71,3.50"
"24.27000000,""8"",6.71,3.52"
"24.13000000,""6"",6.71,3.51"
"23.21000000,""11"",6.71,3.47"
"22.97000000,""11"",6.71,3.46"
"23.57000000,""9"",6.71,3.49"
"23.51000000,""6"",6.71,3.48"
"23.57000000,""9"",6.71,3.58"
"23.45000000,""9"",6.71,3.57"
"23.07000000,""14"",6.71,3.60"
"23.69000000,""12"",6.71,3.59"
"23.97000000,""9"",6.71,3.54"
"24.21000000,""6"",6.71,3.53"
"23.59000000,""9"",6.71,3.56"
"23.71000000,""9"",6.71,3.55"
"24.11000000,""9"",6.71,3.36"
"24.65000000,""6"",6.71,3.35"
"23.21000000,""9"",6.71,3.38"
"23.23000000,""13"",6.71,3.37"
"24.81000000,""6"",6.71,3.33"
"24.95000000,""3"",6.71,3.32"
"24.91000000,""6"",6.71,3.34"
"24.71000000,""3"",6.71,3.33"
"22.67000000,""11"",6.71,3.43"
"23.61000000,""6"",6.71,3.42"
"22.67000000,""9"",6.71,3.45"
"22.67000000,""11"",6.71,3.44"
"23.85000000,""6"",6.71,3.40"
"23.81000000,""6"",6.71,3.39"
"23.69000000,""6"",6.71,3.42"
"23.83000000,""3"",6.71,3.41"
"25.03000000,""6"",6.71,3.22"
"24.71000000,""6"",6.71,3.21"
"25.23000000,""3"",6.71,3.24"
"25.19000000,""8"",6.71,3.23"
"24.17000000,""6"",6.71,3.18"
"24.03000000,""6"",6.71,3.17"
"24.29000000,""6"",6.71,3.20"
"23.99000000,""9"",6.71,3.19"
"24.89000000,""3"",6.71,3.29"
"24.73000000,""3"",6.71,3.28"
"25.03000000,""3"",6.71,3.31"
"24.89000000,""3"",6.71,3.30"
"24.83000000,""3"",6.71,3.25"
"24.73000000,""3"",6.71,3.24"
"24.67000000,""6"",6.71,3.27"
"24.77000000,""3"",6.71,3.26"
"22.85000000,""9"",6.71,3.07"
"22.57000000,""14"",6.71,3.06"
"22.93000000,""12"",6.71,3.09"
"23.03000000,""14"",6.71,3.08"
"22.19000000,""12"",6.71,3.04"
"21.95000000,""12"",6.71,3.03"
"22.19000000,""12"",6.71,3.06"
"22.19000000,""12"",6.71,3.05"
"23.57000000,""11"",6.71,3.15"
"23.53000000,""9"",6.71,3.14"
"23.95000000,""6"",6.71,3.16"
"23.59000000,""9"",6.71,3.15"
"22.83000000,""9"",6.71,3.11"
"22.83000000,""12"",6.71,3.10"
"23.83000000,""9"",6.71,3.13"
"23.79000000,""9"",6.71,3.12"
"22.83000000,""12"",6.71,2.93"
"22.37000000,""11"",6.71,2.92"
"22.63000000,""12"",6.71,2.95"
"22.77000000,""14"",6.71,2.94"
"23.61000000,""12"",6.71,2.89"
"22.21000000,""11"",6.71,2.91"
"23.27000000,""9"",6.71,2.90"
"23.67000000,""14"",6.71,3.00"
"23.97000000,""6"",6.71,2.99"
"22.19000000,""12"",6.71,3.02"
"22.55000000,""12"",6.71,3.01"
"23.05000000,""12"",6.71,2.97"
"22.55000000,""12"",6.71,2.96"
"24.01000000,""9"",6.71,2.98"
"23.53000000,""12"",6.71,2.97"
"22.39000000,""11"",6.72,3.73"
"22.21000000,""11"",6.72,3.63"
"22.37000000,""12"",6.72,3.62"
"22.67000000,""11"",6.72,3.65"
"22.33000000,""11"",6.72,3.64"
"23.05000000,""12"",6.72,3.60"
"22.95000000,""9"",6.72,3.59"
"22.49000000,""11"",6.72,3.61"
"22.87000000,""12"",6.72,3.60"
"22.47000000,""11"",6.72,3.70"
"22.51000000,""11"",6.72,3.69"
"22.47000000,""11"",6.72,3.72"
"22.53000000,""11"",6.72,3.71"
"22.19000000,""11"",6.72,3.67"
"22.35000000,""11"",6.72,3.66"
"22.53000000,""11"",6.72,3.69"
"22.63000000,""11"",6.72,3.68"
"23.81000000,""6"",6.72,3.49"
"23.57000000,""9"",6.72,3.48"
"24.15000000,""6"",6.72,3.51"
"23.91000000,""6"",6.72,3.50"
"22.53000000,""11"",6.72,3.45"
"22.53000000,""11"",6.72,3.44"
"23.11000000,""9"",6.72,3.47"
"22.79000000,""11"",6.72,3.46"
"23.19000000,""9"",6.72,3.56"
"23.43000000,""9"",6.72,3.55"
"22.93000000,""9"",6.72,3.58"
"23.01000000,""9"",6.72,3.57"
"24.25000000,""8"",6.72,3.52"
"24.17000000,""6"",6.72,3.51"
"23.89000000,""9"",6.72,3.54"
"24.11000000,""6"",6.72,3.53"
"24.69000000,""6"",6.72,3.34"
"24.69000000,""6"",6.72,3.33"
"23.53000000,""9"",6.72,3.36"
"24.37000000,""6"",6.72,3.35"
"24.79000000,""3"",6.72,3.31"
"24.77000000,""3"",6.72,3.30"
"24.83000000,""6"",6.72,3.33"
"24.89000000,""6"",6.72,3.32"
"23.95000000,""8"",6.72,3.42"
"24.13000000,""6"",6.72,3.41"
"22.65000000,""11"",6.72,3.43"
"23.61000000,""6"",6.72,3.42"
"23.07000000,""9"",6.72,3.38"
"22.95000000,""12"",6.72,3.37"
"24.21000000,""7"",6.72,3.40"
"23.93000000,""6"",6.72,3.39"
"21.97000000,""11"",6.71,3.67"
"22.27000000,""11"",6.71,3.66"
"22.33000000,""11"",6.71,3.69"
"22.21000000,""11"",6.71,3.68"
"22.47000000,""12"",6.71,3.63"
"23.15000000,""12"",6.71,3.62"
"22.41000000,""11"",6.71,3.65"
"22.29000000,""11"",6.71,3.64"
"22.45000000,""11"",6.71,3.73"
"22.29000000,""12"",6.71,3.70"
"22.07000000,""11"",6.71,3.69"
"22.49000000,""11"",6.71,3.72"
"22.61000000,""9"",6.71,3.71"
"24.35000000,""6"",6.71,3.52"
"24.57000000,""3"",6.71,3.51"
"24.09000000,""6"",6.71,3.54"
"24.25000000,""6"",6.71,3.53"
"23.85000000,""6"",6.71,3.49"
"23.77000000,""6"",6.71,3.48"
"24.23000000,""6"",6.71,3.51"
"24.11000000,""6"",6.71,3.50"
"23.51000000,""9"",6.71,3.60"
"23.97000000,""9"",6.71,3.59"
"23.29000000,""11"",6.71,3.61"
"23.21000000,""11"",6.71,3.60"
"23.75000000,""9"",6.71,3.56"
"23.95000000,""9"",6.71,3.55"
"23.91000000,""9"",6.71,3.58"
"23.81000000,""9"",6.71,3.57"
"23.65000000,""9"",6.71,3.38"
"23.69000000,""9"",6.71,3.37"
"23.47000000,""6"",6.71,3.40"
"23.57000000,""6"",6.71,3.39"
"24.79000000,""3"",6.71,3.34"
"24.75000000,""3"",6.71,3.33"
"24.77000000,""6"",6.71,3.36"
"24.75000000,""6"",6.71,3.35"
"22.63000000,""11"",6.71,3.45"
"22.47000000,""14"",6.71,3.44"
"23.49000000,""6"",6.71,3.47"
"23.19000000,""9"",6.71,3.46"
"23.65000000,""6"",6.71,3.42"
"23.63000000,""6"",6.71,3.41"
"22.51000000,""6"",6.71,3.43"
"23.69000000,""9"",6.71,3.42"
"25.27000000,""3"",6.71,3.24"
"25.09000000,""6"",6.71,3.23"
"24.85000000,""3"",6.71,3.25"
"24.71000000,""3"",6.71,3.24"
"24.31000000,""6"",6.71,3.20"
"24.13000000,""9"",6.71,3.19"
"24.67000000,""6"",6.71,3.22"
"24.45000000,""6"",6.71,3.21"
"24.95000000,""6"",6.71,3.31"
"24.97000000,""3"",6.71,3.30"
"24.71000000,""6"",6.71,3.33"
"24.69000000,""3"",6.71,3.32"
"24.89000000,""3"",6.71,3.27"
"24.83000000,""6"",6.71,3.26"
"25.07000000,""3"",6.71,3.29"
"24.91000000,""3"",6.71,3.28"
"22.87000000,""12"",6.71,3.09"
"23.07000000,""9"",6.71,3.08"
"23.01000000,""14"",6.71,3.11"
"22.89000000,""14"",6.71,3.10"
"22.05000000,""12"",6.71,3.06"
"22.11000000,""12"",6.71,3.05"
"22.75000000,""9"",6.71,3.07"
"22.47000000,""14"",6.71,3.06"
"23.55000000,""9"",6.71,3.16"
"23.51000000,""9"",6.71,3.15"
"24.09000000,""6"",6.71,3.18"
"23.77000000,""9"",6.71,3.17"
"24.03000000,""9"",6.71,3.13"
"23.93000000,""9"",6.71,3.12"
"23.57000000,""9"",6.71,3.15"
"23.73000000,""9"",6.71,3.14"
"22.81000000,""12"",6.71,2.95"
"22.85000000,""12"",6.71,2.94"
"23.35000000,""12"",6.71,2.97"
"23.01000000,""9"",6.71,2.96"
"22.65000000,""9"",6.71,2.91"
"23.19000000,""9"",6.71,2.90"
"23.39000000,""9"",6.71,2.93"
"22.71000000,""11"",6.71,2.92"
"22.31000000,""12"",6.71,3.02"
"22.61000000,""12"",6.71,3.01"
"22.17000000,""12"",6.71,3.04"
"22.07000000,""12"",6.71,3.03"
"24.31000000,""6"",6.71,2.98"
"23.77000000,""9"",6.71,2.97"
"23.67000000,""9"",6.71,3.00"
"24.05000000,""6"",6.71,2.99"
"23.83000000,""9"",6.71,2.89"
"24.99000000,""3"",6.69,3.27"
"25.01000000,""3"",6.69,3.26"
"25.29000000,""3"",6.69,3.29"
"24.97000000,""3"",6.69,3.28"
"25.23000000,""3"",6.69,3.24"
"25.13000000,""3"",6.69,3.23"
"24.61000000,""3"",6.69,3.25"
"24.79000000,""3"",6.69,3.24"
"24.75000000,""6"",6.69,3.34"
"24.79000000,""6"",6.69,3.33"
"24.71000000,""6"",6.69,3.36"
"24.73000000,""3"",6.69,3.35"
"24.81000000,""3"",6.69,3.31"
"25.07000000,""3"",6.69,3.30"
"24.69000000,""3"",6.69,3.33"
"24.67000000,""3"",6.69,3.32"
"24.21000000,""6"",6.69,3.13"
"24.23000000,""6"",6.69,3.12"
"23.65000000,""6"",6.69,3.15"
"23.97000000,""6"",6.69,3.14"
"23.49000000,""9"",6.69,3.09"
"23.29000000,""9"",6.69,3.08"
"23.77000000,""9"",6.69,3.11"
"23.83000000,""14"",6.69,3.10"
"24.49000000,""6"",6.69,3.20"
"24.53000000,""6"",6.69,3.19"
"24.81000000,""6"",6.69,3.22"
"24.51000000,""6"",6.69,3.21"
"23.99000000,""9"",6.69,3.16"
"23.73000000,""9"",6.69,3.15"
"24.35000000,""6"",6.69,3.18"
"24.19000000,""6"",6.69,3.17"
"23.97000000,""6"",6.69,2.98"
"23.51000000,""9"",6.69,2.97"
"23.55000000,""6"",6.69,3.00"
"23.67000000,""6"",6.69,2.99"
"22.35000000,""12"",6.69,2.95"
"22.37000000,""12"",6.69,2.94"
"23.15000000,""9"",6.69,2.97"
"22.67000000,""12"",6.69,2.96"
"22.79000000,""14"",6.69,3.06"
"22.61000000,""12"",6.69,3.05"
"23.31000000,""9"",6.69,3.07"
"23.15000000,""9"",6.69,3.06"
"22.99000000,""9"",6.69,3.02"
"23.19000000,""9"",6.69,3.01"
"22.71000000,""14"",6.69,3.04"
"22.71000000,""9"",6.69,3.03"
"22.29000000,""11"",6.69,2.91"
"22.43000000,""12"",6.69,2.90"
"22.47000000,""12"",6.69,2.93"
"22.11000000,""11"",6.69,2.92"
"23.33000000,""14"",6.69,2.89"
"22.25000000,""11"",6.70,3.69"
"22.33000000,""12"",6.70,3.68"
"21.99000000,""12"",6.70,3.70"
"21.97000000,""11"",6.70,3.69"
"22.29000000,""11"",6.70,3.65"
"22.21000000,""11"",6.70,3.64"
"22.27000000,""11"",6.70,3.67"
"22.25000000,""11"",6.70,3.66"
"22.39000000,""12"",6.70,3.72"
"22.27000000,""9"",6.70,3.71"
"22.49000000,""12"",6.70,3.73"
"24.41000000,""6"",6.70,3.54"
"24.53000000,""6"",6.70,3.53"
"23.73000000,""9"",6.70,3.56"
"24.19000000,""9"",6.70,3.55"
"24.37000000,""3"",6.70,3.51"
"24.27000000,""6"",6.70,3.50"
"24.51000000,""6"",6.70,3.52"
"24.55000000,""3"",6.70,3.51"
"23.09000000,""9"",6.70,3.61"
"23.59000000,""9"",6.70,3.60"
"22.45000000,""12"",6.70,3.63"
"22.89000000,""12"",6.70,3.62"
"24.07000000,""9"",6.70,3.58"
"23.97000000,""9"",6.70,3.57"
"23.79000000,""9"",6.70,3.60"
"24.03000000,""9"",6.70,3.59"
"23.11000000,""14"",6.70,3.40"
"23.43000000,""9"",6.70,3.39"
"23.61000000,""8"",6.70,3.42"
"23.55000000,""14"",6.70,3.41"
"24.63000000,""6"",6.70,3.36"
"24.71000000,""3"",6.70,3.35"
"23.77000000,""9"",6.70,3.38"
"23.79000000,""9"",6.70,3.37"
"23.93000000,""6"",6.70,3.47"
"23.65000000,""6"",6.70,3.46"
"24.29000000,""6"",6.70,3.49"
"24.33000000,""6"",6.70,3.48"
"22.81000000,""6"",6.70,3.43"
"23.57000000,""3"",6.70,3.42"
"23.23000000,""6"",6.70,3.45"
"22.71000000,""11"",6.70,3.44"
"24.59000000,""6"",6.70,3.25"
"24.73000000,""3"",6.70,3.24"
"24.93000000,""3"",6.70,3.27"
"24.89000000,""3"",6.70,3.26"
"24.69000000,""3"",6.70,3.22"
"24.45000000,""3"",6.70,3.21"
"25.39000000,""6"",6.70,3.24"
"25.21000000,""3"",6.70,3.23"
"24.65000000,""6"",6.70,3.33"
"24.57000000,""6"",6.70,3.32"
"24.73000000,""3"",6.70,3.34"
"24.79000000,""3"",6.70,3.33"
"25.69000000,""3"",6.70,3.29"
"24.99000000,""3"",6.70,3.28"
"25.23000000,""6"",6.70,3.31"
"25.45000000,""3"",6.70,3.30"
"23.73000000,""14"",6.70,3.11"
"23.27000000,""14"",6.70,3.10"
"24.19000000,""6"",6.70,3.13"
"24.25000000,""9"",6.70,3.12"
"23.13000000,""9"",6.70,3.07"
"22.85000000,""12"",6.70,3.06"
"23.05000000,""12"",6.70,3.09"
"23.35000000,""9"",6.70,3.08"
"24.31000000,""6"",6.70,3.18"
"23.97000000,""9"",6.70,3.17"
"24.41000000,""6"",6.70,3.20"
"24.35000000,""6"",6.70,3.19"
"23.33000000,""6"",6.70,3.15"
"23.89000000,""6"",6.70,3.14"
"23.71000000,""9"",6.70,3.16"
"23.41000000,""9"",6.70,3.15"
"23.53000000,""9"",6.70,2.97"
"23.43000000,""9"",6.70,2.96"
"24.21000000,""3"",6.70,2.98"
"23.75000000,""6"",6.70,2.97"
"23.47000000,""9"",6.70,2.93"
"22.81000000,""9"",6.70,2.92"
"23.15000000,""12"",6.70,2.95"
"23.21000000,""12"",6.70,2.94"
"22.23000000,""12"",6.70,3.04"
"22.33000000,""12"",6.70,3.03"
"22.35000000,""12"",6.70,3.06"
"22.25000000,""12"",6.70,3.05"
"23.59000000,""9"",6.70,3.00"
"23.85000000,""6"",6.70,2.99"
"22.47000000,""11"",6.70,3.02"
"22.77000000,""12"",6.70,3.01"
"23.73000000,""9"",6.70,2.89"
"22.69000000,""9"",6.70,2.91"
"22.77000000,""9"",6.70,2.90"
"24.25000000,""6"",6.58,3.49"
"nan,""17"",6.58,3.48"
"24.23000000,""6"",6.58,3.51"
"24.49000000,""16"",6.58,3.50"
"nan,""17"",6.58,3.45"
"nan,""17"",6.58,3.44"
"nan,""17"",6.58,3.47"
"nan,""17"",6.58,3.46"
"23.99000000,""6"",6.58,3.56"
"24.01000000,""6"",6.58,3.55"
"23.85000000,""6"",6.58,3.58"
"23.97000000,""6"",6.58,3.57"
"24.19000000,""3"",6.58,3.52"
"24.09000000,""6"",6.58,3.51"
"24.33000000,""6"",6.58,3.54"
"24.25000000,""6"",6.58,3.53"
"25.57000000,""8"",6.58,3.34"
"21.79000000,""12"",6.97,3.29"
"25.53000000,""6"",6.58,3.33"
"22.05000000,""14"",6.97,3.28"
"25.67000000,""6"",6.58,3.36"
"21.63000000,""12"",6.97,3.31"
"25.67000000,""3"",6.58,3.35"
"21.85000000,""12"",6.97,3.30"
"24.99000000,""3"",6.58,3.31"
"22.79000000,""12"",6.97,3.25"
"24.93000000,""6"",6.58,3.30"
"22.83000000,""13"",6.97,3.24"
"25.41000000,""8"",6.58,3.33"
"22.37000000,""14"",6.97,3.27"
"25.07000000,""14"",6.58,3.32"
"22.75000000,""14"",6.97,3.26"
"23.63000000,""6"",6.58,3.42"
"21.65000000,""11"",6.97,3.36"
"24.09000000,""6"",6.58,3.41"
"21.71000000,""11"",6.97,3.35"
"24.51000000,""14"",6.58,3.43"
"21.53000000,""12"",6.97,3.38"
"23.77000000,""11"",6.58,3.42"
"21.57000000,""12"",6.97,3.37"
"25.83000000,""3"",6.58,3.38"
"21.45000000,""12"",6.97,3.33"
"25.75000000,""6"",6.58,3.37"
"21.43000000,""12"",6.97,3.32"
"24.51000000,""6"",6.58,3.40"
"21.63000000,""11"",6.97,3.34"
"24.83000000,""6"",6.58,3.39"
"21.47000000,""11"",6.97,3.33"
"23.07000000,""12"",6.58,3.20"
"22.65000000,""14"",6.97,3.15"
"22.53000000,""9"",6.58,3.19"
"22.41000000,""14"",6.97,3.14"
"24.13000000,""6"",6.58,3.22"
"22.87000000,""13"",6.97,3.16"
"23.73000000,""6"",6.58,3.21"
"22.69000000,""13"",6.97,3.15"
"22.71000000,""9"",6.58,3.16"
"22.41000000,""12"",6.97,3.11"
"22.63000000,""12"",6.58,3.15"
"22.71000000,""12"",6.97,3.10"
"22.61000000,""12"",6.58,3.18"
"22.43000000,""14"",6.97,3.13"
"22.93000000,""9"",6.58,3.17"
"22.47000000,""13"",6.97,3.12"
"24.81000000,""3"",6.58,3.27"
"23.11000000,""12"",6.97,3.22"
"24.61000000,""3"",6.58,3.26"
"22.87000000,""12"",6.97,3.21"
"24.61000000,""3"",6.58,3.29"
"22.91000000,""14"",6.97,3.24"
"24.71000000,""3"",6.58,3.28"
"23.37000000,""9"",6.97,3.23"
"24.03000000,""6"",6.58,3.24"
"23.15000000,""14"",6.97,3.18"
"24.31000000,""6"",6.58,3.23"
"23.01000000,""9"",6.97,3.17"
"24.41000000,""6"",6.58,3.25"
"22.71000000,""12"",6.97,3.20"
"24.23000000,""3"",6.58,3.24"
"22.91000000,""12"",6.97,3.19"
"22.67000000,""9"",6.58,3.06"
"23.79000000,""14"",6.97,3.00"
"22.29000000,""9"",6.58,3.05"
"23.83000000,""12"",6.97,2.99"
"23.27000000,""9"",6.58,3.07"
"24.07000000,""14"",6.97,3.02"
"22.87000000,""9"",6.58,3.06"
"23.89000000,""14"",6.97,3.01"
"22.05000000,""12"",6.58,3.02"
"23.79000000,""12"",6.97,2.97"
"22.05000000,""14"",6.58,3.01"
"23.85000000,""12"",6.97,2.96"
"22.11000000,""12"",6.58,3.04"
"23.75000000,""14"",6.97,2.98"
"22.11000000,""14"",6.58,3.03"
"23.67000000,""12"",6.97,2.97"
"22.45000000,""13"",6.58,3.13"
"23.15000000,""13"",6.97,3.07"
"22.33000000,""12"",6.58,3.12"
"23.35000000,""12"",6.97,3.06"
"22.75000000,""9"",6.58,3.15"
"23.09000000,""12"",6.97,3.09"
"22.59000000,""12"",6.58,3.14"
"23.11000000,""12"",6.97,3.08"
"23.65000000,""6"",6.58,3.09"
"23.97000000,""9"",6.97,3.04"
"23.73000000,""6"",6.58,3.08"
"24.01000000,""14"",6.97,3.03"
"22.39000000,""14"",6.58,3.11"
"23.73000000,""12"",6.97,3.06"
"23.35000000,""14"",6.58,3.10"
"23.85000000,""12"",6.97,3.05"
"22.25000000,""11"",6.58,2.91"
"22.27000000,""11"",6.58,2.90"
"23.25000000,""9"",6.58,2.93"
"22.63000000,""11"",6.58,2.92"
"22.43000000,""11"",6.58,2.89"
"21.93000000,""14"",6.58,2.98"
"23.23000000,""13"",6.97,2.93"
"22.39000000,""14"",6.58,2.97"
"22.95000000,""12"",6.97,2.92"
"22.17000000,""14"",6.58,3.00"
"23.93000000,""12"",6.97,2.95"
"22.07000000,""14"",6.58,2.99"
"23.49000000,""12"",6.97,2.94"
"23.17000000,""9"",6.58,2.95"
"22.37000000,""9"",6.97,2.89"
"23.41000000,""9"",6.58,2.94"
"22.39000000,""9"",6.58,2.97"
"22.43000000,""9"",6.97,2.91"
"22.75000000,""14"",6.58,2.96"
"22.37000000,""12"",6.97,2.90"
"21.93000000,""11"",6.98,3.70"
"22.05000000,""12"",6.98,3.69"
"21.77000000,""12"",6.98,3.72"
"21.89000000,""11"",6.98,3.71"
"nan,""17"",6.59,3.72"
"23.09000000,""9"",6.98,3.67"
"nan,""17"",6.59,3.71"
"22.75000000,""12"",6.98,3.66"
"22.73000000,""9"",6.98,3.69"
"nan,""17"",6.59,3.73"
"23.15000000,""9"",6.98,3.68"
"21.73000000,""11"",6.98,3.73"
"24.31000000,""9"",6.59,3.61"
"21.49000000,""12"",6.98,3.56"
"24.25000000,""6"",6.59,3.60"
"21.51000000,""12"",6.98,3.55"
"24.21000000,""6"",6.59,3.63"
"21.43000000,""12"",6.98,3.58"
"24.37000000,""6"",6.59,3.62"
"21.47000000,""12"",6.98,3.57"
"24.23000000,""6"",6.59,3.58"
"21.35000000,""12"",6.98,3.52"
"24.13000000,""6"",6.59,3.57"
"21.37000000,""12"",6.98,3.51"
"24.43000000,""6"",6.59,3.60"
"21.33000000,""12"",6.98,3.54"
"24.29000000,""6"",6.59,3.59"
"21.33000000,""12"",6.98,3.53"
"nan,""17"",6.59,3.69"
"21.93000000,""12"",6.98,3.63"
"nan,""17"",6.59,3.68"
"21.79000000,""12"",6.98,3.62"
"nan,""17"",6.59,3.70"
"21.71000000,""12"",6.98,3.65"
"nan,""17"",6.59,3.69"
"21.65000000,""12"",6.98,3.64"
"23.81000000,""6"",6.59,3.65"
"21.33000000,""12"",6.98,3.60"
"24.01000000,""6"",6.59,3.64"
"21.39000000,""12"",6.98,3.59"
"23.73000000,""11"",6.59,3.67"
"21.59000000,""12"",6.98,3.61"
"23.71000000,""9"",6.59,3.66"
"21.41000000,""11"",6.98,3.60"
"nan,""17"",6.59,3.47"
"21.49000000,""11"",6.98,3.42"
"nan,""17"",6.59,3.46"
"21.45000000,""11"",6.98,3.41"
"24.43000000,""6"",6.59,3.49"
"22.03000000,""11"",6.98,3.43"
"nan,""17"",6.59,3.48"
"21.73000000,""11"",6.98,3.42"
"23.81000000,""11"",6.59,3.43"
"21.25000000,""11"",6.98,3.38"
"23.51000000,""11"",6.59,3.42"
"21.67000000,""12"",6.98,3.37"
"nan,""14"",6.59,3.45"
"21.47000000,""12"",6.98,3.40"
"24.41000000,""17"",6.59,3.44"
